City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kirakira,SB,-10.4544,161.9205,81.43,79,54,6.02,broken clouds
347,Ishigaki,JP,24.3448,124.1572,75.2,100,75,1.14,broken clouds
348,Coihaique,CL,-45.5752,-72.0662,66.2,52,40,4.61,scattered clouds
349,Murgab,TM,37.4966,61.9714,42.8,81,2,6.91,clear sky
350,Ponta Delgada,PT,37.7333,-25.6667,60.8,72,75,8.05,broken clouds
351,Lodja,CD,-3.4833,23.4333,71.85,88,31,0.49,light rain
352,Bolshaya Glushitsa,RU,50.2406,43.5908,28.99,89,79,5.01,broken clouds
353,Faanui,PF,-16.4833,-151.75,82.62,73,26,22.62,scattered clouds
354,Fairbanks,US,64.8378,-147.7164,15.01,52,1,6.91,clear sky
355,Bereda,ES,43.2686,-7.5406,48.99,89,0,1.99,clear sky
356,Kijang,KR,35.2442,129.2139,55.4,82,40,5.75,scattered clouds
357,Tautira,PF,-17.7333,-149.15,86.0,66,20,6.91,light rain
358,Messina,IT,38.1933,15.5497,55.99,76,0,2.3,clear sky
359,Farmington,US,36.7281,-108.2187,62.01,21,1,6.91,clear sky
360,Seshcha,RU,53.7361,33.3387,31.48,94,93,7.18,snow
361,Tamasane,BW,-22.4184,27.4013,66.33,69,2,13.35,clear sky
362,Nshamba,TZ,-1.7983,31.5511,69.8,83,0,2.77,clear sky
363,Trairi,BR,-3.2778,-39.2689,77.56,81,7,4.5,clear sky
364,Turukhansk,RU,65.8167,87.9833,-6.72,100,100,2.06,overcast clouds
365,Makushino,RU,55.2103,67.2442,21.7,96,60,10.04,light snow
366,Muncar,ID,-8.4333,114.3333,75.83,89,100,1.99,light rain
367,Shubarkuduk,KZ,49.1447,56.4872,27.99,92,100,8.55,overcast clouds
368,Alipur,PK,29.3846,70.9116,83.21,14,63,11.45,broken clouds
369,At-Bashi,KG,41.1702,75.8106,36.39,91,100,3.36,overcast clouds
370,Puerto Maldonado,PE,-12.6,-69.1833,73.53,97,100,3.13,heavy intensity rain
371,Akyab,MM,20.15,92.9,78.28,74,85,6.35,overcast clouds
372,Shimoda,JP,34.6667,138.95,57.0,94,62,5.01,broken clouds
373,Acapulco,MX,16.8634,-99.8901,86.0,62,1,6.91,clear sky
374,Juchipila,MX,21.4167,-103.1167,93.58,6,98,4.92,overcast clouds
375,Codrington,AU,-38.2667,141.9667,58.53,72,99,7.02,overcast clouds
376,Caravelas,BR,-17.7125,-39.2481,78.84,73,0,7.36,clear sky
377,Alice Springs,AU,-23.7,133.8833,62.6,82,2,4.61,clear sky
378,Lata,PT,40.1629,-8.3327,60.01,58,0,2.3,clear sky
379,Rio Cuarto,AR,-33.1307,-64.3499,69.8,52,0,6.91,clear sky
380,Nokaneng,BW,-19.6667,22.2667,75.07,49,66,1.43,broken clouds
381,Fort Nelson,CA,58.8053,-122.7002,10.4,85,90,17.27,snow
382,Xichang,CN,27.8964,102.2634,52.21,37,12,2.1,few clouds
383,Merauke,ID,-8.4667,140.3333,76.1,96,100,11.86,overcast clouds
384,Tanout,NE,14.9709,8.8879,72.64,12,0,14.14,clear sky
385,Lensk,RU,60.7253,114.9278,5.65,98,77,3.24,broken clouds
386,Beawar,IN,26.1,74.3167,81.1,15,2,15.68,clear sky
387,Tura,IN,25.5198,90.2201,71.53,22,0,4.47,clear sky
388,Naliya,IN,23.2667,68.8333,75.94,79,7,9.01,clear sky
389,Greencastle,US,39.6445,-86.8647,48.0,49,90,25.32,overcast clouds
390,Beruwala,LK,6.4788,79.9828,76.15,81,99,6.96,overcast clouds
391,Maceio,BR,-9.6658,-35.7353,77.0,94,75,5.75,broken clouds
392,High Level,CA,58.5169,-117.136,24.8,86,90,17.27,snow
393,Stornoway,GB,58.2093,-6.3865,48.2,93,75,14.97,light rain
394,Natal,BR,-5.795,-35.2094,84.2,74,40,9.22,light rain
395,Mitsamiouli,KM,-11.3847,43.2844,83.05,70,38,5.01,scattered clouds
396,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,72,0,10.36,clear sky
397,Mutterstadt,DE,49.4414,8.3561,54.0,57,99,4.52,overcast clouds
398,Aasiaat,GL,68.7098,-52.8699,-17.77,81,9,8.93,clear sky
399,Peniche,PT,39.3558,-9.3811,60.01,73,58,9.66,broken clouds
400,Nanortalik,GL,60.1432,-45.2371,24.82,68,1,12.08,clear sky
401,Chengde,CN,40.9725,117.9361,40.21,22,31,9.33,scattered clouds
402,Nouadhibou,MR,20.931,-17.0347,64.4,88,0,16.11,clear sky
403,Ulladulla,AU,-35.35,150.4667,57.2,94,20,9.22,few clouds
404,Sechura,PE,-5.5569,-80.8222,80.17,57,84,14.65,broken clouds
405,Itarema,BR,-2.9248,-39.9167,77.95,81,10,6.08,clear sky
406,Nemuro,JP,43.3236,145.575,41.56,96,100,35.59,light rain
407,Tres Lagoas,BR,-20.7511,-51.6783,90.32,30,75,5.7,broken clouds
408,Tatarsk,RU,55.219,75.9828,26.58,97,100,4.92,light snow
409,Jamiltepec,MX,16.2833,-97.8167,91.24,24,0,10.87,clear sky
410,Northam,GB,51.0333,-4.2167,50.0,92,48,20.0,scattered clouds
411,The Valley,AI,18.217,-63.0578,80.6,74,40,14.97,scattered clouds
412,Aklavik,CA,68.2191,-135.0107,-7.6,59,39,6.91,scattered clouds
413,San-Pedro,CI,4.7485,-6.6363,77.14,90,100,3.89,light rain
414,Port Blair,IN,11.6667,92.75,80.74,75,51,2.46,broken clouds
415,Libenge,CD,3.65,18.6333,77.47,60,39,3.67,scattered clouds
416,Port Said,EG,31.2565,32.2841,59.0,63,40,13.8,scattered clouds
417,Atherton,GB,53.5237,-2.4935,53.01,83,100,5.99,overcast clouds
418,Santa Cruz Cabralia,BR,-16.2781,-39.0247,80.6,69,20,9.22,few clouds
419,Erenhot,CN,43.6475,111.9767,33.01,28,71,6.64,broken clouds
420,Asau,RO,46.4333,26.4,34.0,61,98,3.18,overcast clouds
421,Sungaipenuh,ID,-2.0833,101.3833,65.84,97,100,1.16,moderate rain
422,Garowe,SO,8.4054,48.4845,75.11,50,53,12.55,broken clouds
423,Vilhena,BR,-12.7406,-60.1458,84.2,58,40,6.91,scattered clouds
424,Labuhan,ID,-6.8844,112.2051,77.52,88,82,5.79,broken clouds
425,Nara,JP,34.6851,135.8049,57.99,100,75,1.14,fog
426,Saint-Augustin,CA,51.226,-58.6502,20.07,72,7,8.05,clear sky
427,Ujjain,IN,23.1833,75.7667,69.8,28,5,3.44,haze
428,Liepaja,LV,56.5419,21.0367,41.0,81,90,10.36,overcast clouds
429,Moree,AU,-29.4667,149.85,59.0,88,2,4.61,clear sky
430,Washougal,US,45.5826,-122.3534,51.8,62,90,10.36,overcast clouds
431,Buala,SB,-8.145,159.5921,82.47,77,14,7.83,light rain
432,Nyimba,ZM,-14.5566,30.8149,67.96,91,100,5.82,overcast clouds
433,Leshan,CN,29.5623,103.7639,62.65,57,1,3.13,clear sky
434,Aksu,CN,41.1231,80.2644,56.7,39,100,5.7,overcast clouds
435,Dafeng,CN,23.4517,108.5881,72.3,92,36,6.49,scattered clouds
436,Itoman,JP,26.1247,127.6694,69.8,100,75,2.3,broken clouds
437,Trinidad,BO,-14.8333,-64.9,77.0,83,75,4.61,broken clouds
438,Ribeira Grande,PT,38.5167,-28.7,60.8,82,40,13.8,scattered clouds
439,Emiliano Zapata,MX,18.8333,-99.1833,91.4,18,40,6.91,scattered clouds
440,Aromashevo,RU,56.8602,68.6375,10.13,97,40,4.72,scattered clouds
441,Malakal,SS,9.5334,31.6605,86.59,18,1,9.75,clear sky
442,Broome,US,42.2506,-75.833,54.0,93,90,14.97,light rain
443,Kostomuksha,RU,64.571,30.5767,36.95,93,100,9.86,overcast clouds
444,Krasnokholm,RU,51.5979,54.1567,27.39,91,100,8.59,overcast clouds
445,Katherine,AU,-14.4667,132.2667,73.4,94,99,5.64,overcast clouds
446,Tual,ID,-5.6667,132.75,83.55,74,100,14.43,overcast clouds
447,Medicine Hat,CA,50.0501,-110.6683,62.01,25,75,37.98,dust
448,Chhindwara,IN,22.0667,78.9333,79.09,15,2,3.78,clear sky
449,Trat,TH,12.5,102.5,82.0,99,93,2.53,overcast clouds
450,Kawalu,ID,-7.3817,108.2082,72.07,96,96,1.01,overcast clouds
451,Te Anau,NZ,-45.4167,167.7167,56.28,92,98,2.44,overcast clouds
452,Antalaha,MG,-14.9003,50.2788,76.37,92,99,6.82,light rain
453,Cururupu,BR,-1.8283,-44.8683,75.63,96,33,3.2,scattered clouds
454,Inegol,TR,40.0781,29.5133,37.4,75,0,4.61,clear sky
455,Saucillo,MX,28.0167,-105.2833,74.57,22,9,18.25,clear sky
456,Alanya,TR,36.5438,31.9998,48.2,76,0,6.91,clear sky
457,Nisia Floresta,BR,-6.0911,-35.2086,84.2,74,40,9.22,scattered clouds
458,Necochea,AR,-38.5473,-58.7368,66.0,83,23,1.01,few clouds
459,Pandan,PH,14.0453,124.1694,78.19,86,100,7.25,overcast clouds
460,Nasaud,RO,47.2833,24.4,36.66,72,100,2.84,overcast clouds
461,Emerald,AU,-23.5333,148.1667,71.6,78,26,6.91,scattered clouds
462,Kachiry,KZ,53.0675,76.1036,26.85,94,60,15.28,broken clouds
463,Gat,IL,31.61,34.7642,55.99,72,1,4.7,clear sky
464,Baiyin,CN,36.5583,104.2081,48.99,30,11,6.71,dust
465,Montepuez,MZ,-13.1256,38.9997,69.15,97,100,4.85,moderate rain
466,Harper,LR,4.375,-7.7169,79.27,85,50,4.85,scattered clouds
467,Saldanha,ZA,-33.0117,17.9442,68.0,49,100,2.3,overcast clouds
468,Magadan,RU,59.5667,150.8,1.72,95,37,3.49,scattered clouds
469,Korla,CN,41.7597,86.1469,56.89,40,99,7.31,overcast clouds
470,Hami,CN,42.8,93.45,58.6,24,74,7.99,broken clouds
471,Aloleng,PH,16.1307,119.7824,79.23,79,78,8.52,broken clouds
472,Nerchinskiy Zavod,RU,51.3088,119.61,25.47,85,100,8.99,overcast clouds
473,Prabumulih,ID,-3.45,104.25,73.06,98,96,2.33,overcast clouds
474,Sitka,US,57.0531,-135.33,39.2,60,20,17.27,few clouds
475,Ankara,TR,39.9199,32.8543,39.0,75,0,1.88,clear sky
476,Dourbali,TD,11.8091,15.8632,82.54,14,0,17.67,clear sky
477,Wajima,JP,37.4,136.9,54.28,90,53,17.94,broken clouds
478,Lethem,GY,3.3803,-59.7968,90.88,42,82,13.22,broken clouds
479,Bathsheba,BB,13.2167,-59.5167,78.8,69,40,18.41,scattered clouds
480,North Bend,US,43.4065,-124.2243,50.0,81,90,14.97,overcast clouds
481,Manta,EC,-0.95,-80.7333,80.6,78,40,5.75,scattered clouds
482,Isiro,CD,2.7739,27.616,75.45,56,86,3.09,overcast clouds
483,Santo Angelo,BR,-28.2992,-54.2631,73.99,83,56,1.01,broken clouds
484,Jarva-Jaani,EE,59.0386,25.8864,34.05,86,3,8.1,clear sky
485,Burnie,AU,-41.0667,145.9167,50.97,65,28,9.8,scattered clouds
486,Dolores,AR,-36.3132,-57.6792,67.01,85,98,11.97,moderate rain
487,Fallon,US,39.4735,-118.7774,72.0,9,1,8.05,clear sky
488,Quelimane,MZ,-17.8786,36.8883,78.8,89,75,2.3,broken clouds
489,Naze,JP,28.3667,129.4833,63.05,83,27,5.3,scattered clouds
490,Buchanan,LR,5.8808,-10.0467,78.8,94,75,4.27,light rain
491,Hambantota,LK,6.1241,81.1185,77.02,76,100,1.9,overcast clouds
492,Elk,PL,53.8282,22.3647,37.47,79,99,6.38,overcast clouds
493,Yumen,CN,40.2833,97.2,44.44,49,54,8.34,broken clouds
494,Aligudarz,IR,33.4006,49.6949,43.47,36,0,0.49,clear sky
495,Oranjemund,NA,-28.55,16.4333,60.75,87,0,1.57,clear sky
496,Llandrindod Wells,GB,52.2416,-3.3787,53.01,74,100,5.99,overcast clouds
497,Itabira,BR,-19.6192,-43.2269,70.3,84,92,3.22,overcast clouds
498,Hay River,CA,60.8156,-115.7999,19.4,73,100,12.66,snow
499,Tessalit,ML,20.1986,1.0114,74.77,9,0,13.02,clear sky
500,Impfondo,CG,1.6381,18.0667,76.75,65,14,2.08,few clouds
501,Yulara,AU,-25.2406,130.9889,71.6,56,0,6.91,clear sky
502,Camopi,GF,3.1655,-52.3158,74.64,97,100,4.05,heavy intensity rain
503,Pimentel,PE,-6.8367,-79.9342,78.8,57,0,18.41,clear sky
504,Pital,CO,2.2665,-75.8044,79.18,72,90,5.1,overcast clouds
505,Mount Isa,AU,-20.7333,139.5,73.4,31,2,17.27,clear sky
506,Khairagarh,IN,26.95,77.8167,79.95,18,0,4.18,clear sky
507,Baykalovo,RU,57.3981,63.7684,28.78,90,97,12.73,overcast clouds
508,Ilulissat,GL,69.2167,-51.1,-7.6,41,0,3.44,clear sky
509,Dunedin,NZ,-45.8742,170.5036,55.99,94,37,1.01,scattered clouds
510,Jalalpur Pirwala,PK,29.5069,71.2192,84.06,12,68,11.36,broken clouds
511,Dwarka,IN,22.2394,68.9678,78.04,76,25,10.65,scattered clouds
512,Helong,CN,42.5397,128.9972,35.96,71,39,9.84,scattered clouds
513,Kashan,IR,33.9831,51.4364,53.37,25,0,0.51,clear sky
514,Capleni,RO,47.7167,22.5,37.4,81,40,3.44,scattered clouds
515,Ostrovnoy,RU,68.0531,39.5131,35.35,98,100,13.06,overcast clouds
516,Ailigandi,PA,9.2333,-78.0167,82.04,77,31,11.48,scattered clouds
517,Leh,IN,34.1667,77.5833,38.61,63,100,8.52,overcast clouds
518,Srandakan,ID,-7.9386,110.2506,76.42,89,64,2.8,broken clouds
519,Paulista,BR,-7.9408,-34.8731,78.8,78,40,3.44,scattered clouds
520,Bella Vista,US,36.4295,-94.2316,60.8,31,1,11.5,clear sky
521,Narsaq,GL,60.9167,-46.05,24.8,58,0,3.53,clear sky
522,Moen,NO,69.1304,18.6123,26.6,80,20,5.75,few clouds
523,Talaya,RU,61.3833,152.75,-7.69,94,85,1.88,overcast clouds
524,Orikum,AL,40.3253,19.4714,55.83,71,0,6.96,clear sky
525,Lasa,IT,46.6166,10.7002,50.0,60,0,3.44,clear sky
526,Topolovgrad,BG,42.0833,26.3333,57.2,35,75,16.11,broken clouds
527,Cortes,ES,41.9395,-1.4396,60.8,62,0,12.66,clear sky
528,Banikoara,BJ,11.2985,2.4386,83.98,11,5,5.86,clear sky
529,Rovenki,UA,48.0833,39.3776,32.61,83,23,1.66,few clouds
530,Hosdurga,IN,13.7981,76.2861,78.19,63,90,4.41,overcast clouds
531,Cienfuegos,CU,22.1461,-80.4356,84.2,61,0,14.97,clear sky
532,Vanimo,PG,-2.6741,141.3028,76.66,86,100,4.56,overcast clouds
533,Ratnagiri,IN,16.9833,73.3,78.58,84,53,3.27,broken clouds
534,Morrope,PE,-6.5417,-80.0111,78.8,57,0,18.41,clear sky
535,Verkhnevilyuysk,RU,63.4453,120.3167,3.79,98,88,3.47,overcast clouds
536,Alofi,NU,-19.0595,-169.9187,84.2,79,4,17.27,light rain
537,Sivas,TR,39.7916,37.0019,28.4,80,0,8.05,clear sky
538,Mallapuram,IN,11.9667,78.25,73.45,82,61,2.51,broken clouds
539,Garwa,IN,24.1833,83.8167,75.4,20,0,3.0,clear sky
540,Lubumbashi,CD,-11.6609,27.4794,62.67,96,100,2.55,light rain
541,Warrnambool,AU,-38.3833,142.4833,52.0,95,88,7.36,overcast clouds
542,Tezu,IN,27.9167,96.1667,69.66,22,0,4.88,clear sky
543,Arnprior,CA,45.4334,-76.3494,50.0,97,100,10.78,overcast clouds
544,Bollnas,SE,61.3482,16.3946,35.01,97,95,4.68,overcast clouds
545,Lucapa,AO,-8.4192,20.7447,66.54,96,99,3.22,light rain
546,Abha,SA,18.2164,42.5053,62.6,67,0,4.61,clear sky
547,Japura,ID,-0.3167,102.35,73.54,98,88,0.76,overcast clouds
548,Teya,RU,60.3778,92.6267,14.97,99,100,0.36,overcast clouds
549,Gitarama,RW,-2.0744,29.7567,58.08,92,92,2.73,light rain
550,Bethanien,NA,-26.502,17.1583,72.01,33,1,7.76,clear sky
551,Paraiso,CR,9.8383,-83.8656,77.0,50,20,17.27,few clouds
552,San Cristobal,VE,7.7669,-72.225,82.4,65,40,10.36,scattered clouds
553,Megion,RU,61.0296,76.1136,8.6,85,0,6.71,clear sky
554,Eyl,SO,7.9803,49.8164,77.29,78,14,6.71,few clouds
555,Fort Saint James,CA,54.4333,-124.25,36.07,41,29,13.78,scattered clouds
556,Nizhniy Baskunchak,RU,48.2198,46.8311,37.15,71,97,13.4,overcast clouds
557,La Ronge,CA,55.1001,-105.2842,41.0,60,100,8.05,overcast clouds
558,Nago,JP,26.5881,127.9761,69.8,94,75,1.5,mist
559,California City,US,35.1258,-117.9859,79.0,11,1,6.91,clear sky
560,Troitskoye,RU,52.9821,84.6757,35.26,99,100,9.22,moderate rain
561,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,68.49,84,83,3.02,broken clouds
562,Wiang Sa,TH,8.6359,99.3666,80.01,78,81,0.22,broken clouds
563,Honningsvag,NO,70.9821,25.9704,35.6,75,20,14.97,few clouds
564,Prenzlau,DE,53.3167,13.8667,46.99,73,100,5.01,overcast clouds
565,Atar,MR,20.5169,-13.0499,81.79,20,86,8.1,overcast clouds
566,Ngerengere,TZ,-6.75,38.1167,75.2,88,20,3.2,few clouds
567,Andros Town,BS,24.7,-77.7667,82.4,65,75,12.66,broken clouds
568,Lipari,IT,38.4674,14.954,55.0,73,0,1.01,clear sky
569,Scarborough,GB,54.2797,-0.4044,54.0,83,100,8.01,overcast clouds
570,Wewak,PG,-3.5534,143.6268,77.58,87,99,4.21,overcast clouds
571,Cristalina,BR,-16.7686,-47.6136,69.49,63,82,4.43,broken clouds
572,Galesong,ID,-5.3166,119.3661,73.4,100,20,2.3,light rain
573,Port Macquarie,AU,-31.4333,152.9167,64.0,99,19,1.01,few clouds
574,Mount Juliet,US,36.2001,-86.5186,60.8,31,75,18.41,broken clouds
575,Ambanja,MG,-13.6833,48.45,76.44,92,91,2.53,overcast clouds
576,Gdansk,PL,54.3521,18.6464,43.0,70,20,10.36,few clouds
577,Salinopolis,BR,-0.6136,-47.3561,79.07,84,41,9.69,scattered clouds
578,Manzhouli,CN,49.6,117.4333,25.57,69,5,18.21,clear sky
579,Hit,IQ,33.6416,42.8251,56.97,24,0,10.29,clear sky
580,Beira,MZ,-19.8436,34.8389,82.4,74,40,14.97,light rain
581,Tabou,CI,4.423,-7.3528,79.02,85,63,5.32,light rain
582,Turinsk,RU,58.0458,63.696,28.0,90,94,11.86,overcast clouds
583,Kasama,ZM,-10.2129,31.1808,61.84,91,100,1.36,overcast clouds
584,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.8,83,0,3.44,clear sky
585,Zhigansk,RU,66.7697,123.3711,-2.99,100,100,3.31,overcast clouds
586,Waingapu,ID,-9.6567,120.2641,78.98,84,100,6.04,overcast clouds
587,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.2,79,100,2.66,overcast clouds
588,Villa Carlos Paz,AR,-31.4241,-64.4978,77.0,53,0,5.01,clear sky
589,Micheweni,TZ,-4.9667,39.8333,82.4,83,20,6.91,few clouds
590,Jati,PK,24.3539,68.2671,77.5,71,5,12.66,clear sky
591,Monaco-Ville,FR,43.731,7.4248,55.4,82,20,5.75,few clouds
592,Robertsport,LR,6.7533,-11.3686,80.2,86,60,7.4,broken clouds
593,Inhambane,MZ,-23.865,35.3833,71.98,80,2,10.58,clear sky
594,Monrovia,LR,6.3005,-10.7969,78.8,94,75,5.57,light rain
595,Saint Anthony,US,45.0205,-93.218,46.0,36,1,9.22,clear sky
596,Odweyne,SO,9.4092,45.064,73.63,35,27,9.98,scattered clouds
597,Tocopilla,CL,-22.092,-70.1979,70.05,68,20,6.62,few clouds
598,Keningau,MY,5.3378,116.1602,77.0,94,20,2.3,few clouds
599,Vaitape,PF,-16.5167,-151.75,82.58,73,27,22.57,scattered clouds
600,Guider,CM,9.9342,13.9486,87.04,16,7,11.01,clear sky
601,Khasan,RU,42.4308,130.6434,40.77,92,100,4.81,overcast clouds
602,Gillette,US,44.2911,-105.5022,66.2,12,1,20.71,clear sky
603,Awjilah,LY,29.1081,21.2869,60.6,33,64,7.72,broken clouds
604,La Asuncion,VE,11.0333,-63.8628,78.42,78,10,16.84,clear sky
605,Santa Lucia,ES,27.9117,-15.5407,68.0,68,20,3.44,few clouds
606,Broken Hill,AU,-31.95,141.4333,55.4,67,1,9.22,clear sky
607,Saint-Pierre,RE,-21.3393,55.4781,77.0,78,0,6.91,clear sky
608,Mulege,MX,26.8833,-111.9833,78.51,24,4,17.11,clear sky
609,Dekar,BW,-21.5333,21.9333,73.18,42,37,3.42,scattered clouds
610,Matadi,CD,-5.8167,13.45,76.35,96,100,2.89,overcast clouds
611,Ust-Nera,RU,64.5667,143.2,-3.64,98,100,3.36,overcast clouds
612,Namwala,ZM,-15.7504,26.4384,64.54,79,97,4.34,overcast clouds
613,Olafsvik,IS,64.8945,-23.7142,27.07,79,100,15.14,light snow
614,Chingirlau,KZ,51.095,54.0814,30.13,96,100,10.42,light snow
615,Saint-Joseph,RE,-21.3667,55.6167,77.0,78,0,6.91,clear sky
616,Glinka,RU,54.6404,32.8781,32.14,94,93,6.6,light snow
617,Labytnangi,RU,66.6572,66.4183,-8.86,99,85,2.57,overcast clouds
618,Otane,NZ,-39.8833,176.6333,64.0,90,100,1.01,light rain
619,Walvis Bay,NA,-22.9575,14.5053,60.01,88,0,3.44,clear sky
620,Ustye,RU,59.6304,39.736,24.49,95,21,4.41,few clouds
621,Troitsko-Pechorsk,RU,62.7084,56.1964,28.63,95,100,6.02,overcast clouds
622,Tucupita,VE,9.0622,-62.051,79.72,82,26,6.67,scattered clouds
623,Izumo,JP,35.3667,132.7667,53.6,71,0,8.05,clear sky
624,Cap Malheureux,MU,-19.9842,57.6142,77.0,81,2,1.99,clear sky
625,Surt,LY,31.2089,16.5887,60.42,62,54,11.72,broken clouds
626,Iznik,TR,40.4286,29.7211,48.99,75,0,4.61,clear sky
627,Baglan,AF,36.1307,68.7083,49.3,84,100,10.98,overcast clouds
628,Coquimbo,CL,-29.9533,-71.3436,62.6,67,0,10.36,clear sky
629,Chulym,RU,55.0997,80.9572,30.13,98,100,5.44,snow
630,Zanjan,IR,36.6736,48.4787,37.15,60,3,3.13,clear sky
631,Figline Valdarno,IT,43.6195,11.4693,53.01,84,11,3.0,few clouds
632,Norsup,VU,-16.0667,167.3833,82.02,78,5,7.78,clear sky
633,Durban,ZA,-29.8579,31.0292,68.0,82,75,3.44,broken clouds
634,Aitape,PG,-3.1374,142.3475,76.69,85,89,4.14,overcast clouds
635,Yeppoon,AU,-23.1333,150.7333,73.4,83,34,5.75,scattered clouds
636,Nuevitas,CU,21.5453,-77.2644,86.0,54,40,18.41,scattered clouds
637,Gold Coast,AU,-28.0,153.4333,70.0,83,0,2.3,clear sky
638,Takaka,NZ,-40.85,172.8,64.0,93,0,3.0,clear sky
639,Wukari,NG,7.85,9.7833,86.74,19,44,4.61,scattered clouds
640,Puerto Escondido,MX,15.85,-97.0667,87.24,47,0,8.28,clear sky
641,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.2,59,90,11.5,overcast clouds
642,Charlestown,AU,-32.95,151.6667,66.0,97,14,2.66,few clouds
643,Magaria,NE,12.9983,8.9099,75.04,15,0,10.71,clear sky
644,Panjab,AF,34.388,67.0233,31.21,81,1,3.85,clear sky
645,Brae,GB,60.3964,-1.353,44.6,93,75,20.71,broken clouds
646,Polunochnoye,RU,60.8697,60.4153,24.04,88,99,4.68,overcast clouds
647,Huarmey,PE,-10.0681,-78.1522,74.88,74,100,9.93,overcast clouds
648,Awbari,LY,26.5921,12.7805,61.16,19,0,9.1,clear sky
649,Geraldton,AU,-28.7667,114.6,64.4,82,19,4.61,few clouds
650,Mirpur Sakro,PK,24.5474,67.6277,78.8,73,7,6.91,clear sky
651,Krasnyy Chikoy,RU,50.3643,108.7512,15.17,95,38,3.11,scattered clouds
652,Inongo,CD,-1.95,18.2667,76.5,71,100,1.77,overcast clouds
653,Maragogi,BR,-9.0122,-35.2225,78.75,80,86,6.11,light rain
654,Atambua,ID,-9.1061,124.8925,73.13,90,100,3.98,overcast clouds
655,San Lazaro,BZ,18.0387,-88.6622,86.0,66,40,16.11,scattered clouds
656,Taunggyi,MM,20.7833,97.0333,62.17,39,60,2.35,broken clouds
657,Upington,ZA,-28.4478,21.2561,62.6,55,1,5.75,clear sky
658,Panhala,IN,16.8167,74.1167,71.98,63,12,2.8,few clouds
659,Graaff-Reinet,ZA,-32.2522,24.5308,60.01,77,100,1.99,overcast clouds
660,Cockburn Town,TC,21.4612,-71.1419,78.8,69,40,16.11,scattered clouds
661,Praia Da Vitoria,PT,38.7333,-27.0667,60.8,77,20,16.31,few clouds
662,Ixtapa,MX,20.7,-105.2,77.0,57,40,12.66,scattered clouds
663,Zhangye,CN,38.9342,100.4517,45.09,45,2,5.46,clear sky
664,Naduvattam,IN,11.4833,76.5667,56.77,74,100,2.84,overcast clouds
665,Juegang,CN,32.3174,121.1855,52.97,90,0,6.17,clear sky
666,Tilichiki,RU,60.4667,166.1,-2.72,89,12,6.02,few clouds
667,Hammerfest,NO,70.6634,23.6821,32.0,69,0,2.3,clear sky
668,Shasta Lake,US,40.6804,-122.3708,73.99,35,1,6.91,clear sky
669,Kesinga,IN,20.2,83.2333,77.47,39,0,4.52,clear sky
670,Kikwit,CD,-5.041,18.8162,75.25,80,68,1.45,broken clouds
671,Richards Bay,ZA,-28.783,32.0377,67.75,76,86,5.23,overcast clouds
672,Obo,CF,5.3998,26.4869,78.57,43,50,3.29,scattered clouds
673,Kavieng,PG,-2.5744,150.7967,83.07,74,95,13.71,overcast clouds
674,Marawi,PH,7.9986,124.2928,75.0,92,95,5.99,overcast clouds
675,Kiunga,PG,-6.1219,141.2906,71.29,99,100,2.42,moderate rain
676,Homer,US,59.6425,-151.5483,33.8,55,1,4.61,clear sky
677,Meulaboh,ID,4.1363,96.1285,77.16,86,97,3.22,overcast clouds
678,Bundaberg,AU,-24.85,152.35,73.99,94,80,4.61,broken clouds
679,Nuevo Laredo,MX,27.4763,-99.5164,57.2,72,90,9.22,overcast clouds
680,Opelousas,US,30.5335,-92.0815,61.0,77,90,10.36,moderate rain
681,Tawau,MY,4.2498,117.8871,75.2,94,20,1.14,few clouds
682,Gubkinskiy,RU,64.434,76.5026,-0.9,98,93,10.4,overcast clouds
683,Kargasok,RU,59.0556,80.8572,19.35,93,100,8.68,overcast clouds
684,Uray,RU,60.1247,64.7758,17.91,93,39,9.33,scattered clouds
685,Camana,PE,-16.6228,-72.7111,73.71,75,79,8.08,broken clouds
686,Moose Factory,CA,51.2585,-80.6094,23.0,73,75,16.11,broken clouds
687,Yatou,CN,37.15,122.3833,44.65,54,96,7.14,overcast clouds
688,San Quintin,MX,30.4833,-115.95,71.04,32,0,13.02,clear sky
689,College,US,64.8569,-147.8028,15.01,57,75,4.61,broken clouds
690,Tomohon,ID,1.3346,124.8392,77.0,94,40,2.3,light rain
691,Mount Darwin,ZW,-16.7725,31.5838,65.23,93,78,3.76,broken clouds
692,Ust-Kuyga,RU,70.0167,135.6,1.69,99,100,3.91,overcast clouds
693,Oranjestad,AW,12.524,-70.027,82.4,69,40,25.32,scattered clouds
694,Borger,NL,52.9233,6.7931,50.0,82,97,7.0,overcast clouds
695,Omboue,GA,-1.5746,9.2618,76.86,90,100,10.76,light rain
696,Aguas Vermelhas,BR,-15.7472,-41.46,77.04,33,0,4.83,clear sky
697,Qiongshan,CN,20.0058,110.3542,75.2,94,0,6.71,clear sky
698,Goya,AR,-29.14,-59.2626,70.39,63,28,7.65,scattered clouds
